judul,berita,emiten
"BBRI, BBNI, dan BRIS Genjot Dana Murah, Siapa Paling Efisien?","kalau bicara rising fund yang mengalami pertumbuhan bukan hanya kredit, tapi juga penggalangan dana lewat jalur pasar modal.",['buka']
"BBRI, BBNI, dan BRIS Genjot Dana Murah, Siapa Paling Efisien?","ia pun merekomendasikan investor untuk membeli saham emtk pada level support 1.800 dan target harga di 2.250, membeli saham issp di level support 282 dengan target harga 360, kemudian buy on weakness saham lsip di support 1.280 dengan target harga 1.430, serta bow saham wika di support 895 dengan target harga 1.050. baca juga: kinerja tumbuh, begini target harga saham sarana menara (towr) sedikit berbeda dengan william, technical research analyst bni sekuritas andri zakaria mencermati, ihsg pada pekan diproyeksi masih dalam track bullish .","['emtk', 'wika', 'towr']"
"BBRI, BBNI, dan BRIS Genjot Dana Murah, Siapa Paling Efisien?","andri merekomendasikan untuk mengoleksi saham goto dengan target harga 382-422, kemudian adro target 3890/4020, bbri target 4530/4750, tlkm target 4390/4540, medc target 635/580, dan jpfa target 1560/1620.","['adro', 'bbri', 'tlkm', 'medc', 'jpfa']"
"Didominasi Sektor Produksi, BRI (BBRI) Salurkan Rp104,5 Triliun KUR hingga Mei 2022","jika melihat dari laman resminya, saat ini saham mandiri inhealth dikuasai oleh pt bank mandiri (persero) tbk ( bmri ) sebanyak 80%.",['bmri']
"Didominasi Sektor Produksi, BRI (BBRI) Salurkan Rp104,5 Triliun KUR hingga Mei 2022","karena di atas kita sudah tentukan bahwa penentuan harga berdasarkan actuary base bukan sales base ,” pungkas dia.",['buka']
"IHSG Selasa Berakhir Naik 0,97 Persen ke 7.044, Investor Asing Beli BBNI, TLKM dan UNTR","frankie mencontohkan, pgas menorehkan laba bersih rp1,7 triliun atau naik dari catatan kuartal i/2021 sebesar rp897 miliar.",['pgas']
"IHSG Selasa Berakhir Naik 0,97 Persen ke 7.044, Investor Asing Beli BBNI, TLKM dan UNTR","emiten lain yang mencatatkan pertumbuhan baik adalah ptba dengan laba bersih rp2,3 triliun naik sekitar 355 persen bila dibanding dengan kuartal i/2021.",['ptba']
"IHSG Selasa Berakhir Naik 0,97 Persen ke 7.044, Investor Asing Beli BBNI, TLKM dan UNTR",ptba juga memberikan tambahan sentimen dengan memberikan dividen dengan payout ratio sebesar 100 persen.,['ptba']
"IHSG Selasa Berakhir Naik 0,97 Persen ke 7.044, Investor Asing Beli BBNI, TLKM dan UNTR","“saham-saham dari sektor perbankan seperti bbni, bbri, bmri mencetak pertumbuhan laba bersih signifikan yang turut menopang idx bumn20,” jelasnya saat dihubungi pekan ini.","['bbni', 'bbri', 'bmri']"
"IHSG Selasa Berakhir Naik 0,97 Persen ke 7.044, Investor Asing Beli BBNI, TLKM dan UNTR","hal ini menurutnya akan menjadi katalis positif untuk saham-saham berbasis komoditas seperti ptba, antm, elsa, pgas, dan tins.","['ptba', 'antm', 'pgas', 'tins']"
"IHSG Selasa Berakhir Naik 0,97 Persen ke 7.044, Investor Asing Beli BBNI, TLKM dan UNTR","cheril mengatakan, masih ada beberapa saham yang menarik dan dapat dicermati investor seperti bbri, tlkm, tins, dan elsa.","['bbri', 'tlkm', 'tins']"
"IHSG Selasa Berakhir Naik 0,97 Persen ke 7.044, Investor Asing Beli BBNI, TLKM dan UNTR","“potensinya ditopang sentimen pembukaan kembali china yang akan membutuhkan tiongkok lebih banyak komoditas dari indonesia dan kelanjutan pemulihan ekonomi,” pungkasnya.",['buka']
"IHSG Selasa Berakhir Naik 0,97 Persen ke 7.044, Investor Asing Beli BBNI, TLKM dan UNTR","oleh karena itu, ia merekomendasikan investor untuk mencermati saham yang belum naik secara drastis, yaitu tlkm.",['tlkm']
Nusawork Atasi Masalah Pengelolaan Sistem Administrasi Perusahaan,simpanan nasabah ritel pt bank mandiri tbk ( bmri ) dengan tiering nominal di bawah rp 50 juta per april 2022 tumbuh sekitar 8%.,['bmri']
Nusawork Atasi Masalah Pengelolaan Sistem Administrasi Perusahaan,"""melalui saluran pembukaan dan transaksi rekening yang disediakan bank mandiri tidak hanya melalui kantor cabang tetapi juga agen mandiri serta saluran livin’ by mandiri dan online onboarding,"" kata evi, jumat (3/6).",['buka']
Nusawork Atasi Masalah Pengelolaan Sistem Administrasi Perusahaan,"bmri chart by tradingview bank mandiri juga memberikan diversifikasi produk tabungan yang dapat dimanfaatkan sesuai dengan kebutuhan nasabah ritel, misalnya produk mandiri tabungan bisnis yang ditujukan bagi nasabah pebisnis yang dilengkapi dengan fitur gratis transaksi untuk menunjang kelancaran bisnis nasabah.",['bmri']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,"telkom bakal kucurkan pinjaman rp 1,2 triliun kepada telkomsat liputan6.com, jakarta - manajemen pt telkom indonesia tbk (tlkm) memberikan penjelasan kepada bursa efek indonesia (bei) terkait shareholder loan kepada pt telkom satelit indonesia ( telkomsat ).",['tlkm']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,"mengutip keterbukaan informasi ke bursa efek indonesia (bei), ditulis sabtu (4/6/2022), manajemen telkom indonesia mengatakan, target fasilitas shareholder loan rp 1,2 triliun, dengan pencairan dilakukan bertahap sesuai dengan penyerapan biaya dalam proses pembangunan satelit.",['buka']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,"sementara itu, kuncie merupakan platform pembelajaran yang menyediakan akses bagi para mentor baik individual maupun institusi yang memudahkan mereka untuk membuka kelas online, menjual materi pembelajaran premium, dan mengadakan webinar, untuk melayani para entrepreneur dan profesional di indonesia yang ingin belajar topik-topik yang dapat membantu meningkatkan skill mereka.",['buka']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,"sebelumnya, pt telkom indonesia tbk (tlkm) membayar dividen untuk tahun buku 2021 sebesar rp 14,85 triliun.",['tlkm']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,"penetapan penggunaan laba bersih tersebut telah disetujui dalam rapat umum pemegang saham tahunan (rupst) telkom indonesia pada 27 mei 2022. berikut jadwal pembagian dividen telkom indonesia untuk tahun buku 2021: -daftar pemegang saham atau recording date pada 9 juni 2022 -pasar regular dan negosiasi: cum dividen pada 7 juni 2022 ex dividen pada 8 juni 2022 pasar tunai: cum dividen pada 9 juni 2022 ex dividen pada 10 juni 2022 tanggal pembayaran dividen pada 30 juni 2022 pada penutupan perdagangan selasa, 31 mei 2022, saham tlkm menguat 1,41 persen ke posisi rp 4.310 per saham.",['tlkm']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,saham tlkm dibuka naik 20 poin ke posisi rp 4.270 per saham.,"['tlkm', 'buka']"
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,saham tlkm berada di level tertinggi rp 4.330 dan terendah rp 4.230 per saham.,['tlkm']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,"sepanjang tahun berjalan 2022, saham tlkm menguat 6,68 persen ke posisi rp 4.310 per saham.",['tlkm']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,saham tlkm berada di level tertinggi rp 4.850 dan teredah rp 4.030 per saham.,['tlkm']
Menakar Prospek Saham Emiten Perbankan di Tengah Potensi Kenaikan Suku Bunga,"sebelumnya, pemegang saham pt telkom indonesia tbk (tlkm) menyetujui pembagian dividen tunai sebesar rp 14,86 triliun.",['tlkm']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam","tren harga minyak, target harga saham unilever (unvr) dikerek reporter: avanty nurdiana | editor: avanty nurdiana kontan.co.id - jakarta.",['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam",tren harga minyak dunia berpengaruh cukup besar bagi pt unilever indonesia tbk (unvr).,['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam","analis uob kay hian sekuritas stevanus juanda dalam riset 30 mei 2022 menjelaskan, unvr bisa mendapatkan keuntungan dari penurunan biaya minyak dan plastik.",['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam",unvr pun diuntungkan dengan peningkatan daya beli serta bisnis divisi home care yang semua profitabilitas terus berkurang.,['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam",stevanus menyebut jika biaya kemasan plastik menyumbang 30%-40% dari total harga pokok penjualan unvr.,['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam","dimana setiap penurunan 10% harga polietilen, net profit after tax unvr pada tahun 2022 akan naik sebesar 9,3%.",['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam","tahun ini, unvr membukukan peningkatan permintaan es krim yang bakal kembali pulih karena sekolah dibuka kembali.","['unvr', 'buka']"
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam","baru-baru ini, unvr menyebutkan menghadapi pelemahan penjualan es krim di kuartal i-2022.",['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam",beberapa potensi perbaikan tersebut membuat valuasi saham unvr menjadi lebih menarik.,['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam","jika unvr dapat terus memberikan +15% pertumbuhan net profit after tax pada tahun 2022, naik 19% pada kuartali-2022 maka kami melihat harga saham unvr dapat dinilai kembali lebih lanjut,"" jelas stevanus.","['unvr', 'unvr']"
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam",uob kay hian sekuritas pun memberi rekomendasi beli saham unvr dengan target baru yakni di harga rp 6.400 dari semula rp 5.000. jumat (3/6) harga saham unvr ditutup di rp 4.720 per saham.,"['unvr', 'unvr']"
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam","sepanjang tahun 2022, stevanus memproyeksikan jika pendapatan dan laba bersih unvr masing-masing bisa mencapai rp 41,66 triliun dan rp 6,64 triliun.",['unvr']
"10 Saham Top Losers Hari Ini, 21 Juni 2022, KINO hingga BOSS Tenggelam","prediksi pendapatan dan laba bersih unvr bakal kembali naik di tahun 2023 masing-masing menjadi rp 44,29 triliun dan rp 5,86 triliun.",['unvr']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,rekomendasi saham icbp potensi terus naik sepanjang tahun 2022 rekomendasi saham icbp membuka kinerja yang semakin positif.,"['icbp', 'icbp', 'buka']"
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,pt indofood cbp sukses makmur tbk (icbp) menjadi salah satu perusahaan yang cukup berkembang.,['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,sehingga rekomendasi saham icbp kini semakin baik.,['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,abdul azis seorang analis mengatakan jika pertumbuhan perusahaan icbp naik dengan pesat.,['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,"selain itu, faktor yang mempengaruhi naiknya pertumbuhan juga dari bottom line icbp.",['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,meski demikian kinerja rekomendasi saham icbp masih berada dalam bayang-bayang naiknya harga komoditas bahan baku khususnya gandum.,['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,pt indofood cbp sukses makmur tbk (icbp) memiliki banyak sekali produk yang dijual dipasaran.,['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,karena alasan inilah mengapa perusahaan mampu meningkatkan pendapatan di kuartal pertama tahun 2022. rekomendasi saham icbp memang terlihat semakin menarik dengan peningkatan aktivitas jual beli yang masyarakat lakukan.,['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,berdasarkan survey pasar harga berbagai produk icbp masih tergolong kompetitif daripada kompetitornya.,['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,perusahaan icbp mencatat pembukuan pertumbuhan pendapatan hingga angka 15%.,['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,"upaya perusahaan icbp dalam melakukan efisiensi, khusus pada biaya promosi dan iklan menjadikan pertumbuhan laba operasional hingga 5,1%.",['icbp']
Beda Arah Saham UNVR & KINO Jelang Cum Date Dividen,prediksi proyeksi natalia mempertahankan rekomendasi beli saham icbp dengan target harga rp 10.100 per saham.,['icbp']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"(icbp) yang diperdagangan di harga rp7.350 per lembar saham, dari yang sebelumnya rp8.500.",['icbp']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"(indf) ialah rp5.950 per lembar saham, padahal pada februari dapat mencapai rp6.200 per lembar saham.",['indf']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,(unvr) yang mengalami penurunan harga dari rata-rata di bulan februari sebesar rp3.680 per lembar saham menjadi rp3.660.,['unvr']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,(hmsp) pun mengalami nasib serupa.,['hmsp']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,harga jual saham hmsp pada maret hanya senilai rp925 per lembar saham dari rp965 di bulan sebelumnya.,['hmsp']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"(myor) yang memproduksi beragam makanan ringan dan minuman, pt japfa comfeed indonesia tbk (jpfa) yang memproduksi pakan ternak dan unggas, pt astra agro lestari tbk (aali) yang merupakan produsen cpo juga turut serta dalam tren penurunan harga saham.",['jpfa']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"demi menghadapi dinamika kondisi perekonomian dan geopolitik yang tak pasti, sejak awal tahun produsen mi instan ini masih mempertahankan upayanya untuk menjaga keseimbangan antara pertumbuhan volume penjualan, keuntungan dan juga posisi keuangan yang sehat.",['mika']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,direktur utama dan chief executive officer icbp anthoni salim mengklaim cara ini efektif untuk tetap meraup untung di tengah sulitnya kondisi ekonomi dunia.,['icbp']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"“meskipun dihadapkan pada berbagai tantangan sehubungan dengan naiknya harga-harga bahan baku sebagai imbas dari situasi ekonomi global, icbp mengawali tahun 2022 dengan kinerja yang positif,” jelasnya kepada alinea.id, selasa (31/5).",['icbp']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"berdasarkan laporan keuangan kuartalannya, laba icbp tercatat turun 7% menjadi rp3,53 triliun dari rp3,82 triliun di tahun sebelumnya.",['icbp']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"terlepas dari hal tersebut, senior investment information mirae asset sekuritas nafan aji gusta utama mengatakan, jika menilik kinerja beberapa emiten konsumer primer seperti icbp, indf, unvr, myor, dan japf pada kuartal-i 2022 kinerja saham perusahaan-perusahaan tersebut masih berpotensi untuk terus mengalami kenaikan sampai beberapa waktu ke depan.","['icbp', 'indf', 'unvr']"
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"sebab, perusahaan-perusahaan penyedia kebutuhan sehari-hari dan pupuk tersebut masih kompak mencatatkan laba di tiga bulan pertama 2022. seperti icbp yang masih laba rp3,53 triuliun dan indf rp2,36 triliun, naik 36% dari tahun sebelumnya yang hanya rp1,73 triliun.","['icbp', 'indf']"
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"pada periode yang sama, unvr juga mampu mengembangkan laba bersih perseroan hingga 19% menjadi rp2 triliun.",['unvr']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"sementara untuk kinerja indf sudah sesuai ekspektasi, yang mana peningkatan laba itu didorong oleh cerahnya kinerja icbp.","['indf', 'icbp']"
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"“selain itu, kinerja indf juga ditopang oleh tingginya harga komoditas cpo, yang mendukung peningkatan kinerja indf melalui anak usaha di sektor cpo,” imbuhnya.","['indf', 'indf']"
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"dengan kondisi ini, analis saham dari kanaka hita solvera andika cipta labora memperkirakan, hingga akhir 2022, kinerja icbp dan indf dapat tumbuh 5%-10% lagi.","['icbp', 'indf']"
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"dengan membaiknya daya beli tersebut, penjualan icbp dan indf praktis dapat terkerek.","['icbp', 'indf']"
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"“tapi, harga gandum yang masih terus naik ini dapat menipiskan margin keuntungan icbp yang pada akhirnya akan berpengaruh juga ke indf,” jelasnya kepada alinea.id beberapa waktu lalu.","['icbp', 'indf']"
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"karena itu, andhika lantas memberikan rekomendasi icbp buy on weakness dengan support di rp7.750 dan target penguatan di rp9.500.",['icbp']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"untuk indf, pihaknya merekomendasikan buy on weakness dengan support rp6.000, dengan target penguatan di rp7.000.",['indf']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"di sisi lain, tambah dia, investor juga dapat mencermati saham pt unilever indonesia tbk (unvr) dengan rekomendasi buy pada level rp4.700 sampai rp4.730, dengan target penguatan di rp4.900 atau rp5.000 dan stop loss di bawah rp4.650 atau rp4.500.",['unvr']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"selain itu, dia juga merekomendasikan beli saham emiten konsumer lainnya dari sub sektor obat dan jamu yakni pt kalbe farma tbk (klbf) dengan target harga rp1.900 dan saham pt industri jamu dan farmasi sido muncul tbk (sido) dengan target harga rp1.100 per saham.",['klbf']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"sementara analis dari erdikha elit sekuritas hendri widiantoro, merekomendasikan investor untuk membeli saham jpfa dengan rekomendasi buy on weakness di harga rp1.375 hingga rp1.460.",['jpfa']
Kredit Usaha Rakyat dan Upaya Bank Pertebal Penyaluran ke Sektor Produktif,"“meskipun secara jangka pendek, pergerakan jpfa lebih ke arah fase sideways, ini terlihat dari indikator bollinger band yang kian menyempit,” kata hendri, kepada alinea.id , jumat (3/6).",['jpfa']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif","aksi beli bersih (net buy) asing tertinggi antara lain, bank mandiri (bmri) sebesar rp 143 miliar.",['bmri']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif",saham bmri stagnan di level rp 8.200 per saham.,['bmri']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif",bank central asia (bbca) juga mencatatkan aksi beli bersih tertinggi selanjutnya sebesar rp 81 miliar.,['bbca']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif","bbca menguat 0,3 persen menjadi rp 7.600 per saham.",['bbca']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif","saham yang menopang indeks antara lain, adaro energy (adro) yang melonjak 5,7 persen di level rp 3.520 per saham.",['adro']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif","kemudian, harum energy (hrum) menguat 4,3 persen pada posisi rp 2.410 per saham.",['hrum']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif","saham yang menahan indeks dipimpin oleh vale indonesia (inco) yang terjun 3,15 persen pada level rp 7.675 per saham.",['inco']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif","lalu, wir asia (wirg) melemah 1,7 persen pada posisi rp 855 per saham, dan indah kiat pulp and paper (inkp) turun 1,7 persen ke level rp 8.275 per saham.",['inkp']
"KPPU Duga Citilink Langgar Aturan, Jual Tiket Pesawat di Atas Batas Tarif",disclaimer: artikel ini bukan untuk mengajak membeli atau menjual saham.,['buka']
"BNI Alihkan 24,68 Juta Saham Treasuri kepada Pegawai hingga Komisaris","ihsg menguat 0,48 persen, investor asing beli saham bmri hingga bbri liputan6.com, jakarta - gerak indeks harga saham gabungan (ihsg) bertahan di zona hijau pada perdagangan saham jumat (3/6/2022).","['bmri', 'bbri']"
"BNI Alihkan 24,68 Juta Saham Treasuri kepada Pegawai hingga Komisaris","saham-saham yang catat top gainers antara lain: -saham digi melambung 35 persen -saham asha melambung 25 persen -saham apii melambung 24,51 persen -saham dfam melambung 24,46 persen -saham bmsr melambung 24,43 persen saham-saham yang masuk top losers antara lain: -saham bika melemah 6,99 persen -saham bata melemah 6,92 persen -saham mbss melemah 6,88 persen -saham kblm melemah 6,85 persen -saham safe melemah 6,84 persen saham-saham yang dibeli investor asing antara lain: -saham bmri senilai rp 143 miliar -saham bbca senilai rp 81 miliar -saham untr senilai rp 78,1 miliar -saham pgas senilai rp 72,6 miliar -saham bbri senilai rp 56,6 miliar saham-saham yang dijual investor asing antara lain: -saham inco senilai rp 64,4 miliar -saham intp senilai rp 27,7 miliar -saham bbyb senilai rp 25,6 miliar -saham towr senilai rp 19,8 miliar -saham heal senilai rp 12,5 miliar sebelumnya, laju indeks harga saham gabungan (ihsg) berada di zona hijau mengikuti bursa saham asia dan wall street pada perdagangan jumat (3/6/2022).","['bmri', 'bbca', 'untr', 'pgas', 'bbri', 'inco', 'intp', 'towr']"
"BNI Alihkan 24,68 Juta Saham Treasuri kepada Pegawai hingga Komisaris","pada pembukaan perdagangan, ihsg naik 28 poin ke posisi 7.176,68. indeks lq45 menguat 0,46 persen ke posisi 1.045. sebagian besar indeks acuan menghijau.",['buka']
"Adu Lancar BBCA, BMRI, dan BBRI Jual Surat Utang Negara Ritel dari Menkeu Sri Mulyani",saham bmri dan bbca menjadi saham paling banyak diborong asing dengan net buy masing-masing rp 143 miliar dan rp 81 miliar.,"['bmri', 'bbca']"
"Adu Lancar BBCA, BMRI, dan BBRI Jual Surat Utang Negara Ritel dari Menkeu Sri Mulyani",sedangkan saham paling banyak dilepas asing adalah saham inco dan intp dengan net sell masing-masing rp 64 miliar dan rp 28 miliar.,"['inco', 'intp']"
"Adu Lancar BBCA, BMRI, dan BBRI Jual Surat Utang Negara Ritel dari Menkeu Sri Mulyani","wakil kepala the fed lael brainard kepada cnbc international mengatakan bahwa kecil kemungkinan bank sentral akan mengambil jeda di tengah kebijakan kenaikan suku bunga acuan dalam waktu dekat namun, tekanan global berupa kenaikan harga energi pun diekspektasikan berkurang, setelah organisasi negara pengekspor minyak (organization of the petroleum exporting countries/opec) memutuskan menaikkan produksinya dalam rapat tadi malam (wib).",['untr']
BRI Finance Akan Layani Kredit Motor Listrik Smoot,"berikut ini beberapa rekomendasi dari yugen bertumbuh sekuritas, untuk saham-saham berpotensi dicermati pada perdagangan hari ini, diantaranya adalah: - hmsp - unvr - bbca - bjtm - bina - ctra - pwon - asri - wika research analyst artha sekuritas indonesia, dennies christoper menambahkan, ada beberapa saham yang layak dicermati pada perdagangan hari ini.","['hmsp', 'unvr', 'bbca', 'wika']"
BRI Finance Akan Layani Kredit Motor Listrik Smoot,"dia pun masih merekomendasikan saham milik hmsp hm sampoerna tbk dengan target price 1.150 - 1.175, tingkat masuk 1.080 - 1.100, dan stop loss 1.070 ""mengalami koreksi dengan volume rendah dan masih bertahan di atas level support,"" katanya.",['hmsp']
BRI Finance Akan Layani Kredit Motor Listrik Smoot,"selain hmsp, dennies juga rekomendasikan saham milik ptpp pp tbk.","['hmsp', 'ptpp']"
BRI Finance Akan Layani Kredit Motor Listrik Smoot,"menurutnya, ptpp masih menarik dicermati dengan target price 950 - 975, tingkat masuk 900 -920, dan stop loss 885.",['ptpp']
BRI Finance Akan Layani Kredit Motor Listrik Smoot,"disclaimer: artikel ini merupakan rekomendasi dan analisis saham dari analis sekuritas yang bersangkutan, bukan untuk mengajak membeli atau menjual saham tertentu.",['buka']
"Adu Jualan BBCA, BMRI, dan BBRI Lego Surat Utang Negara Ritel dari Menkeu Sri Mulyani","aksi beli bersih atau net buy asing tertinggi dicatatkan oleh bank mandiri (bmri) sebesar rp 48,9 miliar.",['bmri']
"Adu Jualan BBCA, BMRI, dan BBRI Lego Surat Utang Negara Ritel dari Menkeu Sri Mulyani","bmri menguat 0,6 persen di level rp 8.250 per saham.",['bmri']
"Adu Jualan BBCA, BMRI, dan BBRI Lego Surat Utang Negara Ritel dari Menkeu Sri Mulyani","net buy asing tertinggi selanjutnya juga dicatatkan oleh united tractors (untr) sebesar rp 37,7 miliar.",['untr']
"Adu Jualan BBCA, BMRI, dan BBRI Lego Surat Utang Negara Ritel dari Menkeu Sri Mulyani","harga saham untr naik 2,6 persen menjadi rp 32.450 per saham.",['untr']
"Adu Jualan BBCA, BMRI, dan BBRI Lego Surat Utang Negara Ritel dari Menkeu Sri Mulyani","top gainers siang ini antara lain, adaro energy (adro) yang melesat 4,8 persen di level rp 3.490 per saham.",['adro']
"Adu Jualan BBCA, BMRI, dan BBRI Lego Surat Utang Negara Ritel dari Menkeu Sri Mulyani","dilanjutkan oleh vale indonesia (inco) yang melemah 2,8 persen pada level rp 7.700 per saham.",['inco']
"Adu Jualan BBCA, BMRI, dan BBRI Lego Surat Utang Negara Ritel dari Menkeu Sri Mulyani",disclaimer: artikel ini bukan untuk mengajak membeli atau menjual saham.,['buka']
Anak Usaha BBRI Bidik Pembiayaan Segmen Konsumer,"menurut data pt bursa efek indonesia (bei), sejak perdagangan dibuka ihsg terpantau menguat dan konsisten di zona hijau hingga penutupan sesi pertama.",['buka']
Anak Usaha BBRI Bidik Pembiayaan Segmen Konsumer,"level teringgi hariannya di 7.225,85 sekitar pukul 10:00 wib dan level terendah di 7.170,69 pada awal pembukaan perdagangan.",['buka']
Anak Usaha BBRI Bidik Pembiayaan Segmen Konsumer,"dua saham big cap emiten perbankan dan kontraktor penambangan menjadi saham yang mereka buru hari ini yaitu pt bank mandiri (persero) tbk (bmri) dan pt united tractors tbk (untr) dengan nilai pembelian bersih masing-masing sebesar rp 48,9 miliar dan rp 37,7 miliar.","['bmri', 'untr']"
Anak Usaha BBRI Bidik Pembiayaan Segmen Konsumer,"bmri tercatat naik 0,61% ke rp 8.250/unit dan untr melesat 2,61% ke rp 32.450/unit.","['bmri', 'untr']"
Anak Usaha BBRI Bidik Pembiayaan Segmen Konsumer,"sebaliknya, saham yang mereka jual terutama adalah pt vale indonesia tbk (inco) dan pt bank neo commerce tbk (bbyb) dengan nilai penjualan bersih masing-masing sebesar rp 29,6 miliar dan 21 miliar.",['inco']
Anak Usaha BBRI Bidik Pembiayaan Segmen Konsumer,"inco tercatat anjlok 29,6% ke rp 7.700/unit sedangkan bbyb anjlok 6,16% ke rp 1.295/unit.",['inco']
"Rupiah dan IHSG Ditutup Menguat, Saham BBNI dan TLKM Laris Diborong Asing","telkom (tlkm) bagikan dividen rp 14,86 triliun, simak jadwalnya!",['tlkm']
